Name,Position,Height,Weight,Academic Year,Hometown,Previous School,Year,School,From_US_State,Is_Transfer,Age
Gabe Brown,F,80.0,215.0,Sr.,Michigan,,2021,Michigan_State,True,False,21.0
Geo Baker,G,76.0,185.0,Sr.,New Hampshire,,2021,Rutgers,True,False,21.0
Greg Lee,F,81.0,217.0,Senior+,Illinois,Western Michigan/Cal State Bakersfield,2021,Penn_State,True,True,23.0
Hakim Hart,G,80.0,205.0,Jr.,Pennsylvania,,2021,Maryland,True,False,20.0
Harrison Hookfin,F,78.0,195.0,Sr.,Ohio,,2021,Ohio_State,True,False,21.0
Hunter Dickinson,C,85.0,260.0,So.,Virginia,,2021,Michigan,True,False,19.0
Ian Burns,G,78.0,200.0,Fr.,Illinois,,2021,Michigan,True,False,18.0
Ian Martinez,G,75.0,185.0,So.,Costa Rica,,2021,Maryland,False,True,19.0
Ike  Cornish,G,78.0,190.0,Fr.,Maryland,,2021,Maryland,True,False,18.0
Irekefe Oweh,G,74.0,188.0,Sophomore,New Jersey,St. Thomas Aquinas,2021,Penn_State,True,True,19.0
Isaac Lindsey,G,76.0,184.0,So.,Wisconsin,,2021,Wisconsin,True,True,19.0
Isaiah Barnes,G/F,79.0,185.0,Fr.,Illinois,,2021,Michigan,True,False,18.0
Isaiah Ihnen,F,81.0,220.0,Jr.,Germany,IBA Munich,2021,Minnesota,False,False,20.0
Isaiah Thompson,G,73.0,160.0,Jr.,Indiana,,2021,Purdue,True,False,20.0
Ishaan Jagiasi,G,73.0,180.0,Junior,Delaware,,2021,Penn_State,True,False,20.0
Jace Howard,G,79.0,225.0,So.,Florida,,2021,Michigan,True,False,19.0
Jace Piatkowski,G,75.0,177.0,Redshirt Freshman,Nebraska,,2021,Nebraska,True,False,19.0
Jackson Cronin,G,73.0,187.0,Freshman,New York,,2021,Nebraska,True,False,18.0
Jackson Purcell,G,77.0,175.0,Fr.,Minnesota,Eastview,2021,Minnesota,True,False,18.0
Jacob Grandison,G/F,78.0,210.0,Gr.,California,,2021,Illinois,True,False,23.0
Jaden Akins,G,76.0,180.0,Fr.,Michigan,,2021,Michigan_State,True,False,18.0
Jaden Ivey,G,76.0,195.0,So.,Indiana,,2021,Purdue,True,False,19.0
Jaden Jones,G,80.0,220.0,Fr.,Texas,,2021,Rutgers,True,False,18.0
Jahcobi Neath,G,76.0,196.0,Jr.,Ontario,,2021,Wisconsin,False,True,20.0
Jaheam Cornwall,G,72.0,190.0,Senior+,New York,Gardner-Webb,2021,Penn_State,True,True,23.0
Jalanni White,F,80.0,205.0,Senior+,Connecticut,Canisius,2021,Penn_State,True,True,23.0
Jalen Miller,G,74.0,200.0,Fr.,Maryland,,2021,Rutgers,True,False,18.0
Jalen Pickett,G,76.0,202.0,Senior,New York,Siena,2021,Penn_State,True,True,21.0
Jamari Wheeler,G,73.0,170.0,Gr.,Florida,The Rock School,2021,Ohio_State,True,False,23.0
Jamison Battle,F,79.0,225.0,So.,Minnesota,DeLaSalle,2021,Minnesota,True,True,19.0
Jared Wulbrun,G,70.0,180.0,Sr.,California,,2021,Purdue,True,False,21.0
Jaron Faulds,F,82.0,240.0,Sr.,Michigan,,2021,Michigan,True,False,21.0
Jason Whitens,G,77.0,210.0,R-Sr.,Michigan,,2021,Michigan_State,True,True,22.0
Jevonnie Scott,F,79.0,252.0,Junior,Ontario,South Plains College,2021,Penn_State,False,True,20.0
Jimmy Sotos,G,75.0,200.0,Gr.,Illinois,,2021,Ohio_State,True,False,23.0
Joe Toussaint,G,72.0,190.0,Jr.,New York,,2021,Iowa,True,False,20.0
Joey Brunk,C,83.0,255.0,Gr.,Indiana,Southport H.S.,2021,Ohio_State,True,False,23.0
Joey Hauser,F,81.0,230.0,R-Sr.,Wisconsin,,2021,Michigan_State,True,False,22.0
Joey Kern,G,73.0,170.0,Gr.,Iowa,Dowling Catholic,2021,Minnesota,True,False,23.0
John Harrar,F,81.0,240.0,Senior+,Pennsylvania,,2021,Penn_State,True,False,23.0
Johnny Davis,G/F,77.0,194.0,So.,Wisconsin,,2021,Wisconsin,True,False,19.0
Jordan Bohannon,G,73.0,175.0,RS Sr.,Iowa,,2021,Iowa,True,False,22.0
Jordan Davis,G,76.0,198.0,So.,Wisconsin,,2021,Wisconsin,True,False,19.0
Jordan Geronimo,F,78.0,225.0,So.,New Jersey,,2021,Indiana,True,False,19.0
Josh Ogundele,F,82.0,275.0,So.,England,,2021,Iowa,False,False,19.0
Julian Reese,F,81.0,230.0,Fr.,Maryland,,2021,Maryland,True,False,18.0
Julian Roper II,G,75.0,180.0,Fy.,Michigan,,2021,Northwestern,True,False,18.0
Julius Marble II,F,81.0,245.0,Jr.,Texas,,2021,Michigan_State,True,False,20.0
Justice Sueing,F,78.0,210.0,R-Sr.,Hawaii,,2021,Ohio_State,True,False,22.0
Justin Ahrens,F,78.0,195.0,Sr.,,,2021,Ohio_State,False,False,21.0
Justin Taphorn,G,77.0,208.0,So.,Illinois,,2021,Wisconsin,True,False,19.0
Kalen Etzler,F,,,Fr.,Ohio,Crestview,2021,Ohio_State,True,False,18.0
Keegan Murray,F,80.0,225.0,So.,Iowa,,2021,Iowa,True,False,19.0
Keisei Tominaga,G,74.0,178.0,Sophomore,Japan,Ranger College,2021,Nebraska,False,True,19.0
Keon Coleman,G,76.0,210.0,Fr.,Louisiana,,2021,Michigan_State,True,False,18.0
Keon Edwards,G,79.0,204.0,Freshman,Texas,,2021,Nebraska,True,False,18.0
Khristian Lander,G,74.0,185.0,So.,Indiana,,2021,Indiana,True,False,19.0
Kobe Bufkin,G,76.0,175.0,Fr.,Michigan,,2021,Michigan,True,False,18.0
Kobe Webster,G,72.0,176.0,Senior,Indiana,,2021,Nebraska,True,False,21.0
Kofi Cockburn,C,84.0,285.0,Jr.,Jamaica,,2021,Illinois,False,False,20.0
Kris Murray,F,80.0,220.0,So.,Iowa,,2021,Iowa,True,False,19.0
Kyle Young,F,80.0,225.0,Gr.,Ohio,,2021,Ohio_State,True,False,23.0
Lat Mayen,F,81.0,217.0,Junior,Australia,,2021,Nebraska,False,False,20.0
Logan Duncomb,C,81.0,234.0,Fr.,Ohio,,2021,Indiana,True,False,18.0
Logan Stephens,G,74.0,197.0,Fr.,Georgia,,2021,Rutgers,True,False,18.0
Lorne Bowman II,G,74.0,210.0,Fr.,Michigan,,2021,Wisconsin,True,False,18.0
Luc Laketa,G,76.0,180.0,Fr.,Michigan,Winchendon (MA),2021,Iowa,True,False,18.0
Luke  Nathan,F,83.0,240.0,Sr.,New Jersey,,2021,Rutgers,True,False,21.0
Luke Goode,G,79.0,200.0,Fr.,Indiana,,2021,Illinois,True,False,18.0
Luke Loewe,G,76.0,185.0,Sr.,Wisconsin,Fond du Lac,2021,Minnesota,True,True,21.0
Mady Sissoko,C,81.0,235.0,So.,Mali,,2021,Michigan_State,False,False,19.0
Malaki Branham,G,77.0,180.0,Fr.,Ohio,St. Vincent-St. Mary???s,2021,Ohio_State,True,False,18.0
Malik Hall,F,80.0,225.0,Jr.,Illinois,,2021,Michigan_State,True,False,20.0
Maliq Carr,G/F,77.0,245.0,R-Fr.,Michigan,,2021,Michigan_State,True,False,19.0
Marcus Bingham Jr.,F,84.0,230.0,Sr.,Michigan,,2021,Michigan_State,True,False,21.0
Marcus Dockery,G,74.0,180.0,So.,D.C.,,2021,Maryland,True,False,19.0
Markus Ilver,F,80.0,219.0,Fr.,Estonia,,2021,Wisconsin,False,False,18.0
Mason Gillis,F,78.0,230.0,So.,Indiana,,2021,Purdue,True,False,19.0
Matt Frost,F,77.0,200.0,Jr.,Indiana,,2021,Purdue,True,False,20.0
Matthew Mors,F,79.0,241.0,Fr.,South Dakota,,2021,Wisconsin,True,False,18.0
Matthew Nicholson,C,84.0,255.0,So.,Michigan,,2021,Northwestern,True,False,19.0
Mawot Mag,F,79.0,216.0,So.,Australia,,2021,Rutgers,False,False,19.0
Max Christie,G,78.0,190.0,Fr.,Illinois,,2021,Michigan_State,True,False,18.0
Meechie Jr.,G,74.0,172.0,Fr.,Ohio,Garfield Heights,2021,Ohio_State,True,False,18.0
Michael Durr,C,84.0,250.0,Sr.,Georgia,,2021,Indiana,True,True,21.0
Michael Peterson,G,79.0,205.0,Gr.,Michigan,,2021,Michigan_State,True,False,23.0
Michael Shipp,G,75.0,190.0,Jr.,Ohio,,2021,Indiana,True,False,20.0
Miller Kopp,F,79.0,220.0,Sr.,Texas,,2021,Indiana,True,False,21.0
Moussa Diabate,F,83.0,210.0,Fr.,France,,2021,Michigan,False,False,18.0
Myles Dread,G,76.0,235.0,Senior,Michigan,,2021,Penn_State,True,False,21.0
Nathan Childress,F,78.0,212.0,Jr.,Indiana,,2021,Indiana,True,False,20.0
Oleg Kojenets,F,84.0,223.0,Freshman,Lithuania,,2021,Nebraska,False,False,18.0
Omar Payne,F,82.0,240.0,Jr.,Florida,,2021,Illinois,True,True,20.0
Oskar Palmquist,F,80.0,220.0,So.,Sweden,,2021,Rutgers,False,False,19.0
Parker Fox,F,80.0,210.0,Jr.,Minnesota,Mahtomedi,2021,Minnesota,True,True,20.0
Parker Stewart,G,77.0,202.0,R-Sr.,Tennessee,,2021,Indiana,True,False,22.0
Patrick McCaffery,F,,,RS So.,Iowa,,2021,Iowa,True,False,20.0
Paul  Mulcahy,G,78.0,213.0,Jr.,New Jersey,,2021,Rutgers,True,False,20.0
Pavlo Dziuba,F,80.0,235.0,So.,Ukraine,,2021,Maryland,False,True,19.0
Payton Sandfort,G,79.0,215.0,Fr.,Iowa,,2021,Iowa,True,False,18.0
Payton Willis,G,76.0,200.0,Sr.,Arkansas,Fayetteville,2021,Minnesota,True,True,21.0
Pete Nance,F,82.0,225.0,Sr.,Ohio,,2021,Northwestern,True,False,21.0
Peter Nwoke,F,79.0,215.0,Fr.,Nigeria,,2021,Michigan_State,False,False,18.0
Pierre Brooks II,G,78.0,225.0,Fr.,Michigan,,2021,Michigan_State,True,False,18.0
Quaran McPherson,G,75.0,199.0,Freshman,New York,,2021,Nebraska,True,False,18.0
Qudus Wahab,F,83.0,240.0,Jr.,Nigeria,,2021,Maryland,False,True,20.0
RJ Melendez,G,79.0,205.0,Fr.,Puerto Rico,,2021,Illinois,False,False,18.0
Race Thompson,F,80.0,235.0,R-Sr.,Minnesota,,2021,Indiana,True,False,22.0
Ralph Gonzales-Agee,F,80.0,245.0,Gr.,California,,2021,Rutgers,True,True,23.0
Riley Mulvey,C,83.0,245.0,Fr.,New York,,2021,Iowa,True,False,18.0
Rob Phinisee,G,73.0,187.0,Sr.,Indiana,,2021,Indiana,True,False,21.0
Robbie Beran,F,81.0,215.0,Jr.,Virginia,,2021,Northwestern,True,False,20.0
Ron Harper Jr. ,G,78.0,245.0,Sr.,New Jersey,,2021,Rutgers,True,False,21.0
Roy Dixon III,G,71.0,170.0,Jr.,Georgia,,2021,Northwestern,True,False,20.0
Ryan Greer,G,74.0,190.0,Sr.,Georgia,,2021,Northwestern,True,False,21.0
Ryan Young,C,82.0,240.0,R-Jr.,New Jersey,,2021,Northwestern,True,False,21.0
Sam Hoiberg,G,72.0,183.0,Freshman,Nebraska,Pius X,2021,Nebraska,True,False,18.0
Sam Sessoms,G,72.0,189.0,Senior,Pennsylvania,Binghamton,2021,Penn_State,True,False,21.0
Sasha Stefanovic,G,77.0,205.0,Sr.,Indiana,,2021,Purdue,True,False,21.0
Sean Sutherlin,G,77.0,200.0,Sr.,Minnesota,Irondale,2021,Minnesota,True,True,21.0
Sebastien Scott,G,74.0,185.0,So.,California,,2021,Indiana,True,False,19.0
Seth Lundy,F,78.0,217.0,Junior,New Jersey,,2021,Penn_State,True,False,20.0
Seth Towns,F,81.0,230.0,Gr.,Ohio,,2021,Ohio_State,True,False,23.0
Shaan Burke,G,77.0,185.0,Fr.,California,,2021,Indiana,True,False,18.0
Simon Wright,F,79.0,225.0,Gr.,Minnesota,,2021,Maryland,True,True,23.0
Steven Crowl,F,84.0,234.0,So.,Minnesota,,2021,Wisconsin,True,False,19.0
Steven Izzo,G,68.0,150.0,Jr.,Michigan,,2021,Michigan_State,True,False,20.0
Tamar Bates,G,77.0,193.0,Fr.,Kansas,,2021,Indiana,True,False,18.0
Terrance Williams II,F,79.0,230.0,So.,Maryland,,2021,Michigan,True,False,19.0
Tony Perkins,G,,,So.,Indiana,,2021,Iowa,True,False,19.0
Trayce Jackson-Davis,F,81.0,245.0,Jr.,Indiana,,2021,Indiana,True,False,20.0
Trent Frazier,G,74.0,175.0,Sr.,Florida,,2021,Illinois,True,False,21.0
Trevion Williams,F,82.0,255.0,Sr.,Illinois,,2021,Purdue,True,False,21.0
Trevor Lakes,F,80.0,220.0,Senior,Indiana,,2021,Nebraska,True,False,21.0
Trey Galloway,G,77.0,200.0,So.,Indiana,,2021,Indiana,True,False,19.0
Trey Kaufman-Renn,F,81.0,225.0,Fr.,Indiana,,2021,Purdue,True,False,18.0
Trey McGowens,G,76.0,196.0,Junior,South Carolina,,2021,Nebraska,True,False,20.0
Treyton Thompson,C,84.0,210.0,Fr.,Minnesota,Alexandria // La Lumiere School,2021,Minnesota,True,False,18.0
Ty Berry,G,75.0,185.0,So.,Kansas,,2021,Northwestern,True,False,19.0
Tyler Wahl,F,81.0,221.0,Jr.,Minnesota,,2021,Wisconsin,True,False,20.0
Tyson Walker,G,72.0,175.0,Jr.,New York,,2021,Michigan_State,True,True,20.0
Wilhelm Breidenbach,F,82.0,227.0,Freshman,California,,2021,Nebraska,True,False,18.0
Will Ramberg,G,77.0,195.0,So.,Minnesota,Cook County,2021,Minnesota,True,True,19.0
Will Tschetter,F,80.0,230.0,Fr.,Minnesota,,2021,Michigan,True,False,18.0
Xavier Green,G,78.0,205.0,Gr.,Virginia,,2021,Maryland,True,True,23.0
Xavier Johnson,G,75.0,200.0,Sr.,Virginia,,2021,Indiana,True,True,21.0
Zach Edey,C,88.0,295.0,So.,Ontario,,2021,Purdue,False,False,19.0
Zed Key,F,,,So.,New York,,2021,Ohio_State,True,False,19.0
A.J.  Hoggard,G,76.0,205.0,Jr.,Pennsylvania,,2022,Michigan_State,True,False,20.0
AJ Redd,G,75.0,160.0,Fr.,Illinois,,2022,Illinois,True,False,18.0
Ahron Ulis,G,75.0,190.0,Jr.,Illinois,,2022,Iowa,True,False,20.0
Aiden Terry,G,70.0,160.0,Jr.,Kentucky,,2022,Rutgers,True,False,20.0
Amarion Nimmers,G,74.0,173.0,Fr.,Illinois,,2022,Iowa,True,False,18.0
Andrew  Fulin ,F,78.0,195.0,Sr.,New Jersey,,2022,Rutgers,True,False,21.0
Andrew Funk,G,77.0,200.0,Senior+,Pennsylvania,Bucknell,2022,Penn_State,True,True,23.0
Andy Christos,G,77.0,186.0,Junior,New Jersey,,2022,Penn_State,True,False,20.0
Anthony Leal,G,77.0,200.0,Jr.,Indiana,,2022,Indiana,True,False,20.0
Antonio Chol,F,81.0,205.0,Fr.,New York,,2022,Rutgers,True,False,18.0
Antwone Woolfolk,F,81.0,250.0,Fr.,Ohio,,2022,Rutgers,True,False,18.0
Arnaud Revaz,F,82.0,230.0,Jr.,Switzerland,,2022,Maryland,False,False,20.0
Aundre Hyatt,F,78.0,227.0,Jr.,New York,,2022,Rutgers,True,True,20.0
Blaise Keita,F,83.0,241.0,Sophomore,Republic of Mali,Coffeyville CC,2022,Nebraska,False,True,19.0
Blake Smith,G,78.0,175.0,Fy.,Pennsylvania,,2022,Northwestern,True,False,18.0
Boo Buie,G,74.0,180.0,Sr.,New York,,2022,Northwestern,True,False,21.0
Bowen Hardman,G,75.0,175.0,Fr.,Ohio,Princeton,2022,Ohio_State,True,False,18.0
Braden Smith,G,72.0,180.0,Fr.,Indiana,,2022,Purdue,True,False,18.0
Braeden Carrington,G,76.0,195.0,Fr.,Minn,Park Center HS,2022,Minnesota,False,False,18.0
Brandon Lieb,C,84.0,220.0,Jr.,Illinois,,2022,Illinois,True,False,20.0
Brandon Newman,G,77.0,200.0,Jr.,Indiana,,2022,Purdue,True,False,20.0
Brett Karkus,G,76.0,185.0,So.,New York,,2022,Maryland,True,False,19.0
Brian Waddell,F,80.0,195.0,R-Fr.,Indiana,,2022,Purdue,True,False,19.0
Brice Sensabaugh,F,78.0,235.0,Fr.,Florida,Lake Highland Prep,2022,Ohio_State,True,False,18.0
Brooks Barnhizer,G,78.0,215.0,So.,Indiana,,2022,Northwestern,True,False,19.0
Bruce Thornton,G,74.0,215.0,Fr.,Georgia,Milton,2022,Ohio_State,True,False,18.0
C.J. Wilcher,G,77.0,208.0,Sophomore,New Jersey,Xavier,2022,Nebraska,True,False,19.0
CJ Gunn,G,78.0,194.0,Fr.,Indiana,,2022,Indiana,True,False,18.0
Caelum Swanton-Rodger,C,83.0,220.0,Fr.,Alberta,,2022,Maryland,False,False,18.0
Cale Jacobsen,G,76.0,194.0,Freshman,Nebraska,Ashland-Greenwood,2022,Nebraska,True,False,18.0
Caleb Dorsey,F,79.0,235.0,Junior,Maryland,,2022,Penn_State,True,False,20.0
Caleb Furst,F,82.0,230.0,So.,Indiana,,2022,Purdue,True,False,19.0
Caleb McConnell,G,79.0,200.0,5th,Florida,,2022,Rutgers,True,False,23.0
Cam Spencer,G,76.0,207.0,Sr.,Maryland,,2022,Rutgers,True,True,21.0
Camden Heide,F,79.0,205.0,Fr.,Minnesota,,2022,Purdue,True,False,18.0
Camren Wynter,G,74.0,200.0,Senior+,New York,Drexel,2022,Penn_State,True,True,23.0
Carson Barrett,G,77.0,215.0,Jr.,Indiana,,2022,Purdue,True,False,20.0
Carson Cooper,C,83.0,230.0,Fr.,Michigan,,2022,Michigan_State,True,False,18.0
Carson Dick,G,74.0,175.0,Jr.,Maryland,,2022,Maryland,True,True,20.0
Carter Gilmore,F,79.0,225.0,Jr.,Wisconsin,,2022,Wisconsin,True,False,20.0
Carter Kingsbury,G,76.0,225.0,RS Fr.,Nebraska,,2022,Iowa,True,False,
Chase Audige,G,76.0,200.0,R-Sr.,New York,William & Mary,2022,Northwestern,True,False,22.0
Chase Martin,G,74.0,180.0,Jr.,Missouri,,2022,Purdue,True,False,20.0
Chris Hodges,F,81.0,245.0,R-Fr.,Illinois,,2022,Wisconsin,True,False,19.0
Chucky Hepburn,G,74.0,205.0,So.,Nebraska,,2022,Wisconsin,True,False,19.0
Clifford Omoruyi,C,83.0,240.0,Jr.,Nigeria,,2022,Rutgers,False,False,20.0
Colby Baumann,G,75.0,185.0,Fr.,Texas,IMG Academy,2022,Ohio_State,True,False,18.0
Coleman Hawkins,F,82.0,225.0,Jr.,California,,2022,Illinois,True,False,20.0
Connor Essegian,G,76.0,185.0,Fr.,Indiana,,2022,Wisconsin,True,False,18.0
Connor McCaffery,G/F,78.0,215.0,Graduate Student,Iowa,,2022,Iowa,True,False,23.0
Connor Serven,F,81.0,235.0,Jr.,Illinois,,2022,Illinois,True,False,20.0
Cooper Smith,G,73.0,175.0,So.,Michigan,,2022,Michigan,True,True,19.0
Dain Dainja,F,81.0,270.0,R-So.,Minnesota,,2022,Illinois,True,False,20.0
Dallion Johnson,G,75.0,180.0,Junior,Massachusetts,,2022,Penn_State,True,False,20.0
Dan Conlan,G,76.0,186.0,Junior,Pennsylvania,Dickinson,2022,Penn_State,True,False,20.0
Dante Eldridge,G,69.0,170.0,Jr.,Iowa,Kirkwood CC,2022,Iowa,True,True,20.0
Dasonte Bowen,G,74.0,174.0,Fr.,Massachusetts,,2022,Iowa,True,False,18.0
David Jenkins Jr.,G,73.0,200.0,Sr.,Washington,,2022,Purdue,True,True,21.0
Davis Smith,G,72.0,160.0,Jr.,Georgia,,2022,Michigan_State,True,False,20.0
Dawson Garcia,F,83.0,230.0,So.,Minnesota,Prior Lake HS,2022,Minnesota,True,True,19.0
Dean Reiber,F,82.0,225.0,Jr.,North Carolina,,2022,Rutgers,True,False,20.0
Demetrius Lilley,F,82.0,260.0,Freshman,Pennsylvania,,2022,Penn_State,True,False,18.0
Denim Dawson,G,78.0,193.0,Redshirt Freshman,California,,2022,Nebraska,True,False,19.0
Derek Simpson,G,75.0,170.0,Fr.,New Jersey,,2022,Rutgers,True,False,18.0
Derrick Walker,F,81.0,245.0,Senior,Missouri,,2022,Nebraska,True,False,21.0
Don Carey,G,77.0,187.0,Gr.,Maryland,,2022,Maryland,True,True,23.0
Donta Scott,F,80.0,230.0,Sr.,Pennsylvania,,2022,Maryland,True,False,21.0
Dug McDaniel,G,71.0,160.0,Fr.,D.C.,,2022,Michigan,True,False,18.0
Emmanuel Bandoumel,G,76.0,187.0,Senior,Quebec,,2022,Nebraska,False,True,21.0
Ethan Morton,G,79.0,215.0,Jr.,Pennsylvania,,2022,Purdue,True,False,20.0
Eugene III,G,79.0,195.0,Jr.,Georgia,,2022,Ohio_State,True,False,20.0
Evan Mahaffey,G,78.0,200.0,Freshman,Ohio,,2022,Penn_State,True,False,18.0
Felix Okpara,C,83.0,220.0,Fr.,Nigeria,Hamilton Heights Christian Acad./Link Acad.,2022,Ohio_State,False,False,18.0
Filip Rebraca,F,81.0,230.0,Fifth Year,Serbia,University of North Dakota,2022,Iowa,False,True,23.0
Fletcher Loyer,G,76.0,185.0,Fr.,Indiana,,2022,Purdue,True,False,18.0
Gregg Glenn III,F,79.0,230.0,Fr.,Florida,,2022,Michigan,True,False,18.0
Gus Hurlburt,F,81.0,210.0,Fy.,North Dakota,,2022,Northwestern,True,False,18.0
Hakim Hart,G,80.0,205.0,Sr.,Pennsylvania,,2022,Maryland,True,False,21.0
Henry Burt,F,76.0,216.0,Freshman,Nebraska,Elkhorn South,2022,Nebraska,True,False,18.0
Hogan Orbaugh,F,80.0,235.0,Jr.,Indiana,,2022,Indiana,True,True,20.0
Hunter Dickinson,C,85.0,260.0,Jr.,Virginia,,2022,Michigan,True,False,20.0
Ian Burns,G,78.0,205.0,So.,Illinois,,2022,Michigan,True,False,19.0
Ian Martinez,G,75.0,185.0,Jr.,Costa Rica,,2022,Maryland,False,True,20.0
Ike  Cornish,G,78.0,190.0,R-Fr.,Maryland,,2022,Maryland,True,False,19.0
Isaac Gard,G,74.0,165.0,Fr.,Wisconsin,,2022,Wisconsin,True,False,18.0
Isaac Likekele,G,77.0,215.0,Gr.,Texas,Timberview HS,2022,Ohio_State,True,True,23.0
Isaac Lindsey,G,76.0,185.0,So.,Wisconsin,,2022,Wisconsin,True,True,19.0
Isaiah Barnes,G,79.0,200.0,R-Fr.,Illinois,,2022,Michigan,True,False,19.0
Isaiah Ihnen,F,82.0,220.0,R-Jr.,Germany,IBA Munich,2022,Minnesota,False,False,21.0
Ishaan Jagiasi,G,73.0,197.0,Senior,Delaware,,2022,Penn_State,True,False,21.0
Jace Howard,G,79.0,225.0,So.,Florida,,2022,Michigan,True,False,19.0
Jackson Purcell,G,77.0,195.0,R-Fr.,Minnesota,Eastview,2022,Minnesota,True,False,19.0
Jackson Selvala,F,79.0,215.0,Sr.,Connecticut,,2022,Michigan,True,True,21.0
Jaden Akins,G,76.0,190.0,So.,Michigan,,2022,Michigan_State,True,False,19.0
Jaden Henley,G,79.0,200.0,Fr.,California,Colony HS,2022,Minnesota,True,False,18.0
Jaelin Llewellyn,G,74.0,190.0,Gr.,Ontario,,2022,Michigan,False,True,23.0
Jahari Long,G,77.0,200.0,Jr.,Texas,,2022,Maryland,True,True,20.0
Jahcobi Neath,G,76.0,190.0,Jr.,Ontario,,2022,Wisconsin,False,True,20.0
Jahmir Young,G,73.0,185.0,Gr.,Maryland,,2022,Maryland,True,True,23.0
Jalen Hood-Schifino,G,78.0,213.0,Fr.,Pennsylvania,,2022,Indiana,True,False,18.0
Jalen Miller,G,74.0,200.0,So.,Maryland,,2022,Rutgers,True,False,19.0
Jalen Pickett,G,76.0,209.0,Senior+,New York,Siena,2022,Penn_State,True,True,23.0
Jamarques Lawrence,G,75.0,185.0,Freshman,New Jersey,Roselle Catholic,2022,Nebraska,True,False,18.0
Jameel Brown,G,76.0,188.0,Freshman,Pennsylvania,,2022,Penn_State,True,False,18.0
Jamison Battle,F,79.0,220.0,Jr.,Minnesota,DeLaSalle,2022,Minnesota,True,True,20.0
Jason Whitens,G,78.0,210.0,Gr.,Michigan,,2022,Michigan_State,True,True,23.0
Jaxon Kohler,F,81.0,240.0,Fr.,Utah,,2022,Michigan_State,True,False,18.0
Jayden Epps,G,74.0,190.0,Fr.,Virginia,,2022,Illinois,True,False,18.0
Jeffrey Grace III,G,75.0,195.0,Redshirt Freshman,Illinois,Arizona State,2022,Nebraska,True,False,19.0
Jett Howard,G,80.0,215.0,Fr.,Florida,,2022,Michigan,True,False,18.0
Joey Baker,G,79.0,205.0,Gr.,North Carolina,,2022,Michigan,True,True,23.0
Joey Hauser,F,81.0,220.0,Gr.,Wisconsin,,2022,Michigan_State,True,False,23.0
Jordan Davis,G,76.0,200.0,Jr.,Wisconsin,,2022,Wisconsin,True,False,20.0
Jordan Geronimo,F,78.0,225.0,Jr.,New Jersey,,2022,Indiana,True,False,20.0
Josh Dix,G,77.0,192.0,Fr.,Iowa,,2022,Iowa,True,False,18.0
Josh Ogundele,C,82.0,275.0,Jr.,England,,2022,Iowa,False,False,20.0
Joshua Ola-Joseph,F,79.0,215.0,Fr.,Minnesota,Compass Prep,2022,Minnesota,True,False,18.0
Julian Reese,F,81.0,230.0,So.,Maryland,,2022,Maryland,True,False,19.0
Julian Roper II,G,75.0,180.0,So.,Michigan,,2022,Northwestern,True,False,19.0
Justice Sueing,F,78.0,210.0,R-Sr.,Hawaii,,2022,Ohio_State,True,False,22.0
Justin Taphorn,G,77.0,215.0,Jr.,Illinois,,2022,Wisconsin,True,False,20.0
Juwan Gary,F,78.0,215.0,Sophomore,South Carolina,Alabama,2022,Nebraska,True,True,19.0
Kadyn Betts,F,80.0,215.0,Fr.,Colorado,Pueblo Central,2022,Minnesota,True,False,18.0
Kaleb Banks,F,79.0,215.0,Fr.,Georgia,,2022,Indiana,True,False,18.0
Kalen Etzler,F,80.0,190.0,R-Fr.,Ohio,Crestview,2022,Ohio_State,True,False,19.0
Kamari McGee,G,72.0,180.0,So.,Wisconsin,,2022,Wisconsin,True,True,19.0
Kanye Clary,G,71.0,192.0,Freshman,Virginia,,2022,Penn_State,True,False,18.0
Kebba Njie,F,82.0,237.0,Freshman,Ohio,,2022,Penn_State,True,False,18.0
Keisei Tominaga,G,74.0,175.0,Junior,Japan,Ranger College,2022,Nebraska,False,True,20.0
Kobe Bufkin,G,76.0,195.0,So.,Michigan,,2022,Michigan,True,False,19.0
Kris Murray,F,80.0,220.0,Jr.,Iowa,,2022,Iowa,True,False,20.0
Logan Duncomb,C,82.0,241.0,So.,Ohio,,2022,Indiana,True,False,19.0
Logan Stephens,G,74.0,197.0,So.,Georgia,,2022,Rutgers,True,False,19.0
Luc Laketa,G,77.0,180.0,So.,Michigan,Winchendon (MA),2022,Iowa,True,False,19.0
Luke Goode,G,79.0,210.0,So.,Indiana,,2022,Illinois,True,False,19.0
Luke Haertle,G,75.0,215.0,Fr.,Wisconsin,,2022,Wisconsin,True,False,18.0
Luke Hunger,F,82.0,255.0,Fy.,Quebec,,2022,Northwestern,False,False,18.0
Mady Sissoko,C,81.0,240.0,Jr.,Mali,,2022,Michigan_State,False,False,20.0
Malik Hall,F,80.0,220.0,Sr.,Illinois,,2022,Michigan_State,True,False,21.0
Malik Reneau,F,81.0,233.0,Fr.,Florida,,2022,Indiana,True,False,18.0
Markus Ilver,F,80.0,215.0,So.,Estonia,,2022,Wisconsin,False,False,19.0
Mason Gillis,F,78.0,230.0,Jr.,Indiana,,2022,Purdue,True,False,20.0
Matt Frost,F,77.0,200.0,Sr.,Indiana,,2022,Purdue,True,False,21.0
Matthew Mayer,G/F,81.0,225.0,5th,Texas,,2022,Illinois,True,True,23.0
